web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,rating
"1637690359-3608","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Jives SANDALE MEDICALE POUR FEMME EN CUIR NOIR   REF 5124.8 out of 5(4)139.00 Dhs189.00 Dhs26%","https://www.jumia.ma/jives-sandale-medicale-pour-femme-en-cuir-noir-ref-512-39698220.html","Jives SANDALE MEDICALE POUR FEMME EN CUIR NOIR   REF 512","139.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/JI010FS01D2QLNAFAMZ/","null","5 out of 5"
"1637691184-3783","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Expédié depuis l'étrangerFashion Chaussure de randonnée pour femmes3.9 out of 5(43)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussure-de-randonnee-pour-femmes-20199601.html","Fashion Chaussure de randonnée pour femmes","140.00 Dhs","(43 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA06DBHANAFAMZ/","null","5 out of 5"
"1637689208-3345","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)4.6 out of 5(15)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-big-size-sneakers-women-flyknit-shoes-moccasins-flat-loafers-red-26685693.html","Fashion Big Size Sneakers Women Flyknit Shoes Moccasins Flat Loafers (Red)","140.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NM0TINAFAMZ/","null",""
"1637690671-3661","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Boutique OfficielleUGG CLASSIC MINI II BOOT CHESTNUT5 out of 5(2)2,240.00 Dhs","https://www.jumia.ma/ugg-classic-mini-ii-boot-chestnut-36915937.html","UGG CLASSIC MINI II BOOT CHESTNUT","2,240.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/UG256FS1811P7NAFAMZ/","null",""
"1637691118-3764","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficiellePolaris Chaussures pour Femmes - Noir3.9 out of 5(16)119.00 Dhs189.00 Dhs37%","https://www.jumia.ma/polaris-chaussures-pour-femmes-noir-35924481.html","Polaris Chaussures pour Femmes - Noir","119.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0AZAO9NAFAMZ/","null",""
"1637689315-3420","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleOKZA Sandale Demi Talon pour femme4.2 out of 5(20)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-pour-femme-32156439.html","OKZA Sandale Demi Talon pour femme","137.61 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JNA5FNAFAMZ/","null",""
"1637690926-3733","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Ladies fashion sandals - Black3.1 out of 5(16)148.00 Dhs350.00 Dhs58%","https://www.jumia.ma/fashion-ladies-fashion-sandals-black-38995264.html","Fashion Ladies fashion sandals - Black","148.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0RJIFJNAFAMZ/","null",""
"1637689261-3406","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Reebok Baskets Royal Ultra4.5 out of 5(2)449.00 Dhs900.00 Dhs50%","https://www.jumia.ma/reebok-baskets-royal-ultra-42685014.html","Reebok Baskets Royal Ultra","449.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE006MW0OG11CNAFAMZ/","null","4 out of 5"
"1637689770-3509","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637691184-3786","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Expédié depuis l'étrangerFashion Chaussure de randonnée pour femmes3.9 out of 5(43)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-chaussure-de-randonnee-pour-femmes-20199601.html","Fashion Chaussure de randonnée pour femmes","140.00 Dhs","(43 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA06DBHANAFAMZ/","null",""
"1637690911-3721","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Multi-couleur3.6 out of 5(19)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-multi-couleur-28412038.html","OKZA Ballerine Pour Femme - Multi-couleur","98.00 Dhs - 98.01 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1DFFSANAFAMZ/","null","4 out of 5"
"1637690798-3686","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleKinetix NOIR CHAUSSURES FEMMES3.8 out of 5(8)183.00 Dhs239.00 Dhs23%","https://www.jumia.ma/kinetix-noir-chaussures-femmes-37391167.html","Kinetix NOIR CHAUSSURES FEMMES","183.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS19BI31NAFAMZ/","null","3 out of 5"
"1637689231-3391","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Expédié depuis l'étrangerFashion Women's Flyknit Sneakers Athletic Running Shoes (Grey)5 out of 5(4)140.00 Dhs300.00 Dhs53%","https://www.jumia.ma/fashion-womens-flyknit-sneakers-athletic-running-shoes-grey-26685793.html","Fashion Women's Flyknit Sneakers Athletic Running Shoes (Grey)","140.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TA645FA0NO5ZANAFAMZ/","null",""
"1637690547-3642","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Burgundy4.7 out of 5(3)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-burgundy-22580071.html","Fashion Women Breathable Casual Shoes Sneakers-Burgundy","224.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0A4JUYNAFAMZ/","null","5 out of 5"
"1637690491-3634","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Sandale  médicale Femme  avec Rembourré Semelle  Confort absolu  -Blanc cassé4.3 out of 5(3)249.00 Dhs","https://www.jumia.ma/generic-sandale-medicale-femme-avec-rembourre-semelle-confort-absolu-blanc-casse-35114226.html","Sandale  médicale Femme  avec Rembourré Semelle  Confort absolu  -Blanc cassé","249.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1121KXNAFAMZ/","null",""
"1637691011-3746","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Pas A Pas Sandale médicale pour femmes - Rose.4.6 out of 5(22)130.00 Dhs219.00 Dhs41%offres à partir de","https://www.jumia.ma/sandale-medicale-pour-femmes-rose.-pas-a-pas-mpg939777.html","Pas A Pas Sandale médicale pour femmes - Rose.","130.00 Dhs","(22 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FS1I4EU2NAFAMZ/","null",""
"1637689955-3547","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Chaussure bottine pour fille et femme. Noir3.8 out of 5(6)199.00 Dhs300.00 Dhs34%","https://www.jumia.ma/generic-chaussure-bottine-pour-fille-et-femme.-noir-37309629.html","Chaussure bottine pour fille et femme. Noir","199.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1J6OCLNAFAMZ/","null",""
"1637690890-3718","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء3.8 out of 5(12)149.00 Dhs350.00 Dhs57%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722712.html","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء","149.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0CXLEXNAFAMZ/","null",""
"1637690911-3723","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Multi-couleur3.6 out of 5(19)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-multi-couleur-28412038.html","OKZA Ballerine Pour Femme - Multi-couleur","98.00 Dhs - 98.01 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1DFFSANAFAMZ/","null",""
"1637690898-3719","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Black5 out of 5(1)160.00 Dhs168.00 Dhs - 198.00 Dhs19%","https://www.jumia.ma/fashion-womens-winter-warm-snow-boots-suede-mid-calf-boots-platform-fashion-flat-shoes-black-23303322.html","Fashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Black","160.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0DAM70NAFAMZ/","null","5 out of 5"
"1637689327-3424","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Pas A Pas Sabot médicale pour femmes - Noir.4.6 out of 5(28)135.00 Dhs199.00 Dhs32%","https://www.jumia.ma/pas-a-pas-sabot-medicale-pour-femmes-noir.-24596735.html","Pas A Pas Sabot médicale pour femmes - Noir.","135.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FA0W0GUENAFAMZ/","null",""
"1637689361-3449","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637690204-3581","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null",""
"1637690579-3647","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","Sandale Médical -  Collection ETE 2020 - Noir3.9 out of 5(8)89.00 Dhs230.00 Dhs61%","https://www.jumia.ma/generic-sandale-medical-collection-ete-2020-noir-39850043.html","Sandale Médical -  Collection ETE 2020 - Noir","89.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0K8V45NAFAMZ/","null","5 out of 5"
"1637690364-3609","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Expédié depuis l'étrangerFashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown4.2 out of 5(24)160.00 Dhs256.00 Dhs38%","https://www.jumia.ma/womens-winter-warm-snow-boots-suede-mid-calf-boots-platform-fashion-flat-shoes-brown-fashion-mpg627836.html","Fashion Womens Winter Warm Snow Boots Suede Mid-calf Boots Platform Fashion Flat Shoes Brown","160.00 Dhs","(24 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0JFUJONAFAMZ/","null","4 out of 5"
"1637689349-3432","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637689266-3408","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleUS POLO NOIR CHAUSSURES FEMMES4.1 out of 5(15)274.00 Dhs519.00 Dhs47%","https://www.jumia.ma/us-polo-noir-chaussures-femmes-37391301.html","US POLO NOIR CHAUSSURES FEMMES","274.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/US956FS0656H9NAFAMZ/","null","5 out of 5"
"1637691355-3832","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","YANZI Bottines fourrées noir pour femmes - COOLWAY4.3 out of 5(16)149.00 Dhs699.00 Dhs79%","https://www.jumia.ma/yanzi-bottines-fourrees-noir-pour-femmes-coolway-24249536.html","YANZI Bottines fourrées noir pour femmes - COOLWAY","149.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA11V1MQNAFAMZ/","null",""
"1637689577-3482","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Boutique OfficielleBUTIGO BOTTES FEMME - NOIR4.6 out of 5(8)304.00 Dhs439.00 Dhs31%","https://www.jumia.ma/butigo-bottes-femme-noir-38205628.html","BUTIGO BOTTES FEMME - NOIR","304.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BU578FS1D7HD7NAFAMZ/","null",""
"1637691306-3812","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficiellePolaris Sandales pour femme - beige4.3 out of 5(13)102.00 Dhs229.00 Dhs55%","https://www.jumia.ma/polaris-sandales-pour-femme-beige-34560802.html","Polaris Sandales pour femme - beige","102.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0CDYFJNAFAMZ/","null",""
"1637689844-3526","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleBUTIGO CHAUSSURES FEMME - NOIR5 out of 5(1)254.00 Dhs419.00 Dhs39%","https://www.jumia.ma/butigo-chaussures-femme-noir-41102403.html","BUTIGO CHAUSSURES FEMME - NOIR","254.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BU578FS0I40B6NAFAMZ/","null","5 out of 5"
"1637689349-3434","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637690394-3614","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Air cushion women's shoes mesh sports platform shoes-Black5 out of 5(1)165.00 Dhs324.00 Dhs49%","https://www.jumia.ma/fashion-air-cushion-womens-shoes-mesh-sports-platform-shoes-black-40981161.html","Fashion Air cushion women's shoes mesh sports platform shoes-Black","165.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA09LHFCNAFAMZ/","null","5 out of 5"
"1637690542-3641","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","YANZI Bottines fourrées beige pour femmes5 out of 5(1)179.00 Dhs399.00 Dhs55%","https://www.jumia.ma/yanzi-bottines-fourrees-beige-pour-femmes-38159217.html","YANZI Bottines fourrées beige pour femmes","179.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/YA300FA16G3PRNAFAMZ/","null","5 out of 5"
"1637691271-3796","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleBirkenstock Madrid EVA Khaki4.5 out of 5(6)329.00 Dhs411.00 Dhs20%","https://www.jumia.ma/birkenstock-madrid-eva-khaki-22090557.html","Birkenstock Madrid EVA Khaki","329.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA18YF4UNAFAMZ/","null","5 out of 5"
"1637689251-3403","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir4.2 out of 5(14)Options disponibles:98.00 Dhs99.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-noir-25217000.html","OKZA Ballerine Pour Femme - Noir","98.00 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA001IZ8NAFAMZ/","null","5 out of 5"
"1637691365-3839","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","Bottes cuissardes femme tendance 2020 - Noir3.7 out of 5(3)279.99 Dhs","https://www.jumia.ma/generic-bottes-cuissardes-femme-tendance-2020-noir-23498372.html","Bottes cuissardes femme tendance 2020 - Noir","279.99 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0GB1TKNAFAMZ/","null","5 out of 5"
"1637689203-3342","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron4.4 out of 5(17)98.00 Dhs - 98.01 Dhs99.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-26940502.html","OKZA Ballerine Pour Femme - Marron","98.00 Dhs - 98.01 Dhs","(17 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0C7HQANAFAMZ/","null",""
"1637689356-3439","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Navy4.6 out of 5(13)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-navy-21787832.html","Birkenstock Gizeh Eva Navy","375.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0E7SXKNAFAMZ/","null",""
"1637689783-3517","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleBUTIGO BOTTES FEMMES - NOIR5 out of 5(1)241.00 Dhs349.00 Dhs31%","https://www.jumia.ma/butigo-bottes-femmes-noir-39799562.html","BUTIGO BOTTES FEMMES - NOIR","241.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BU578FS0FU4J5NAFAMZ/","null","5 out of 5"
"1637690798-3687","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleKinetix NOIR CHAUSSURES FEMMES3.8 out of 5(8)183.00 Dhs239.00 Dhs23%","https://www.jumia.ma/kinetix-noir-chaussures-femmes-37391167.html","Kinetix NOIR CHAUSSURES FEMMES","183.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS19BI31NAFAMZ/","null",""
"1637690890-3716","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء3.8 out of 5(12)149.00 Dhs350.00 Dhs57%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722712.html","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء","149.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0CXLEXNAFAMZ/","null","1 out of 5"
"1637689236-3399","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Adidas CHAUSSURES FEMMES TUBULAR DOOM CQ24534.8 out of 5(5)755.00 Dhs1,480.00 Dhs49%","https://www.jumia.ma/adidas-chaussures-femmes-tubular-doom-cq2453-23266115.html","Adidas CHAUSSURES FEMMES TUBULAR DOOM CQ2453","755.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AD985FA0UGO48NAFAMZ/","null","4 out of 5"
"1637690351-3607","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","1987 Nouvelle collection des mules ,babouche,بلغة,19874.5 out of 5(2)119.00 Dhs300.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-des-mules-babouche1987-40124117.html","1987 Nouvelle collection des mules ,babouche,بلغة,1987","119.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA16CTLKNAFAMZ/","null","5 out of 5"
"1637689635-3492","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion New Women Faux Fur Lining Round Toe Winter Warm Flat Ankle Snow Boot Ski Shoes camel4.8 out of 5(6)150.00 Dhs214.00 Dhs - 224.00 Dhs33%","https://www.jumia.ma/new-women-faux-fur-lining-round-toe-winter-warm-flat-ankle-snow-boot-ski-shoes-camel-fashion-mpg458057.html","Fashion New Women Faux Fur Lining Round Toe Winter Warm Flat Ankle Snow Boot Ski Shoes camel","150.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1CWSZONAFAMZ/","null","5 out of 5"
"1637690589-3650","https://www.jumia.ma/chaussures-femmes/?page=40#catalog-listing","espadrille pour femme blanche5 out of 5(1)179.00 Dhs449.00 Dhs60%","https://www.jumia.ma/generic-espadrille-pour-femme-blanche-41243477.html","espadrille pour femme blanche","179.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA1A3OMENAFAMZ/","null","5 out of 5"
"1637690243-3592","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Boutique OfficielleOKZA Bottine Daim courte à Talon Épais - أحذية كعب سميك قصير للمرأة.3.6 out of 5(7)163.00 Dhs165.00 Dhs1%","https://www.jumia.ma/okza-bottine-daim-courte-a-talon-epais-.-37934875.html","OKZA Bottine Daim courte à Talon Épais - أحذية كعب سميك قصير للمرأة.","163.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0YFSP1NAFAMZ/","null",""
"1637690273-3596","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course4.7 out of 5(11)199.00 Dhs320.00 Dhs38%offres à partir de","https://www.jumia.ma/chaussures-de-sport-feminines-a-la-mode-antiderapantes-marche-loisirs-de-course-fashion-mpg892653.html","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course","199.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS05MRJ5NAFAMZ/","null","5 out of 5"
"1637691301-3806","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.9 out of 5(27)97.00 Dhs98.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-31189268.html","OKZA Ballerine Pour Femme - Marron","97.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1FDO1TNAFAMZ/","null",""
"1637690803-3690","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null",""
"1637690987-3738","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Adidas CHAUSSURES POLYVALENTES CRAZY TRAIN PRO 3.0 CG34815 out of 5(2)615.00 Dhs1,205.00 Dhs49%","https://www.jumia.ma/adidas-chaussures-polyvalentes-crazy-train-pro-3.0-cg3481-26069192.html","Adidas CHAUSSURES POLYVALENTES CRAZY TRAIN PRO 3.0 CG3481","615.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AD985FA0HDRTQNAFAMZ/","null","5 out of 5"
"1637691141-3770","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficielleBirkenstock Gizeh EVA black4.3 out of 5(21)469.00 Dhs","https://www.jumia.ma/birkenstock-gizeh-eva-black-27121983.html","Birkenstock Gizeh EVA black","469.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0N60TONAFAMZ/","null",""
"1637690054-3566","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Expédié depuis l'étrangerFashion Women's fashion simple single shoe - Black4.5 out of 5(2)133.00 Dhs261.00 Dhs49%","https://www.jumia.ma/fashion-womens-fashion-simple-single-shoe-black-39011223.html","Fashion Women's fashion simple single shoe - Black","133.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0J6E8LNAFAMZ/","null","4 out of 5"
"1637689226-3381","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficiellePolaris CHAUSSURES FEMME - NOIR4.3 out of 5(3)161.00 Dhs259.00 Dhs38%","https://www.jumia.ma/polaris-chaussures-femme-noir-41102279.html","Polaris CHAUSSURES FEMME - NOIR","161.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS1LVRIQNAFAMZ/","null","4 out of 5"
"1637691306-3811","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficiellePolaris Sandales pour femme - beige4.3 out of 5(13)102.00 Dhs229.00 Dhs55%","https://www.jumia.ma/polaris-sandales-pour-femme-beige-34560802.html","Polaris Sandales pour femme - beige","102.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PO205FS0CDYFJNAFAMZ/","null","4 out of 5"
"1637689770-3512","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637690803-3689","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null",""
