web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,rating
"1637689760-3507","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء3.8 out of 5(4)139.00 Dhs300.00 Dhs54%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39593150.html","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء","139.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0325QHNAFAMZ/","null",""
"1637691141-3769","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficielleBirkenstock Gizeh EVA black4.3 out of 5(21)469.00 Dhs","https://www.jumia.ma/birkenstock-gizeh-eva-black-27121983.html","Birkenstock Gizeh EVA black","469.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0N60TONAFAMZ/","null","3 out of 5"
"1637690803-3693","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null",""
"1637689770-3514","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Noir/argenté4.2 out of 5(30)98.00 Dhs - 98.01 Dhs99.00 Dhs - 250.00 Dhs61%","https://www.jumia.ma/okza-ballerine-pour-femme-noirargente-29293011.html","OKZA Ballerine Pour Femme - Noir/argenté","98.00 Dhs - 98.01 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA06KLZ0NAFAMZ/","null",""
"1637690148-3577","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","Boutique OfficielleNike CHAUSSURES SKATEBOARD - BLEU5 out of 5(2)439.00 Dhs629.00 Dhs30%","https://www.jumia.ma/nike-chaussures-skateboard-bleu-37382524.html","Nike CHAUSSURES SKATEBOARD - BLEU","439.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS0PBJ3PNAFAMZ/","null","5 out of 5"
"1637691151-3775","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Boutique OfficielleOKZA Sandale Demi-talon - صندل جميل للنساء5 out of 5(1)Options disponibles:139.00 Dhs300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-41154939.html","OKZA Sandale Demi-talon - صندل جميل للنساء","139.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JXKIINAFAMZ/","null","5 out of 5"
"1637691301-3804","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Marron3.9 out of 5(27)97.00 Dhs98.00 Dhs1%","https://www.jumia.ma/okza-ballerine-pour-femme-marron-31189268.html","OKZA Ballerine Pour Femme - Marron","97.00 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1FDO1TNAFAMZ/","null",""
"1637690204-3585","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null",""
"1637691360-3836","https://www.jumia.ma/chaussures-femmes/?page=35#catalog-listing","Boutique OfficielleOKZA Nouvelle Collection Des Ballerines en Daim Pour Femme4 out of 5(4)Options disponibles:99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/okza-nouvelle-collection-des-ballerines-en-daim-pour-femme-39744813.html","OKZA Nouvelle Collection Des Ballerines en Daim Pour Femme","99.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0IYJLLNAFAMZ/","null","3 out of 5"
"1637689241-3401","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM86874.4 out of 5(9)562.00 Dhs1,105.00 Dhs49%","https://www.jumia.ma/reebok-la-nouvelle-bombe-du-footwear-club-c-85-s-sine-femme-cm8687-26103449.html","Reebok La nouvelle bombe du footwear CLUB C 85 S SINE Femme CM8687","562.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE006FA1K7YS2NAFAMZ/","null",""
"1637690273-3598","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course4.7 out of 5(11)199.00 Dhs320.00 Dhs38%offres à partir de","https://www.jumia.ma/chaussures-de-sport-feminines-a-la-mode-antiderapantes-marche-loisirs-de-course-fashion-mpg892653.html","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course","199.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS05MRJ5NAFAMZ/","null",""
"1637689266-3410","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleUS POLO NOIR CHAUSSURES FEMMES4.1 out of 5(15)274.00 Dhs519.00 Dhs47%","https://www.jumia.ma/us-polo-noir-chaussures-femmes-37391301.html","US POLO NOIR CHAUSSURES FEMMES","274.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/US956FS0656H9NAFAMZ/","null",""
"1637689949-3542","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","INTENSE - Baskets Basse pour Femme .3.7 out of 5(18)95.20 Dhs340.00 Dhs - 840.00 Dhs89%","https://www.jumia.ma/generic-intense-baskets-basse-pour-femme-.-34301184.html","INTENSE - Baskets Basse pour Femme .","95.20 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0SN66FNAFAMZ/","null",""
"1637691341-3825","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleBirkenstock Madrid EVA Turquoise4.6 out of 5(5)279.20 Dhs411.00 Dhs32%","https://www.jumia.ma/birkenstock-madrid-eva-turquoise-26612671.html","Birkenstock Madrid EVA Turquoise","279.20 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0AHOYMNAFAMZ/","null","3 out of 5"
"1637690803-3688","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null","4 out of 5"
"1637690890-3717","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء3.8 out of 5(12)149.00 Dhs350.00 Dhs57%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722712.html","1987 Sandale à talon1987 Pour Femme - صندل جميل للنساء","149.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0CXLEXNAFAMZ/","null",""
"1637690273-3599","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course4.7 out of 5(11)199.00 Dhs320.00 Dhs38%offres à partir de","https://www.jumia.ma/chaussures-de-sport-feminines-a-la-mode-antiderapantes-marche-loisirs-de-course-fashion-mpg892653.html","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course","199.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS05MRJ5NAFAMZ/","null",""
"1637689430-3460","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Sandals with thick heels for ladies - black4.2 out of 5(6)128.00 Dhs251.00 Dhs49%","https://www.jumia.ma/fashion-sandals-with-thick-heels-for-ladies-black-38989559.html","Fashion Sandals with thick heels for ladies - black","128.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1KX0NBNAFAMZ/","null","5 out of 5"
"1637689564-3480","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion Women's fashion simple single shoe - Black1 out of 5(1)138.00 Dhs350.00 Dhs61%","https://www.jumia.ma/fashion-womens-fashion-simple-single-shoe-black-38995254.html","Fashion Women's fashion simple single shoe - Black","138.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0QY2TRNAFAMZ/","null","1 out of 5"
"1637689032-3177","https://www.jumia.ma/chaussures-femmes/?page=49#catalog-listing","Expédié depuis l'étrangerFashion Women Casual Leather Slip On Outdoor Flat Loafers5 out of 5(1)200.00 Dhs202.00 Dhs - 400.00 Dhs50%","https://www.jumia.ma/fashion-women-casual-leather-slip-on-outdoor-flat-loafers-24061343.html","Fashion Women Casual Leather Slip On Outdoor Flat Loafers","200.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0KFIFENAFAMZ/","null","5 out of 5"
"1637689315-3419","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleOKZA Sandale Demi Talon pour femme4.2 out of 5(20)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-demi-talon-pour-femme-32156439.html","OKZA Sandale Demi Talon pour femme","137.61 Dhs","(20 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1JNA5FNAFAMZ/","null",""
"1637690878-3711","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleOKZA Sandale à talon OKZA Pour Femme - Noir3.6 out of 5(34)137.61 Dhs139.00 Dhs - 300.00 Dhs54%","https://www.jumia.ma/okza-sandale-a-talon-okza-pour-femme-noir-27412009.html","OKZA Sandale à talon OKZA Pour Femme - Noir","137.61 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA1HLH0GNAFAMZ/","null","5 out of 5"
"1637690372-3613","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Expédié depuis l'étrangerFashion Women's fashion single shoes with round head - black4.5 out of 5(2)148.00 Dhs350.00 Dhs58%","https://www.jumia.ma/fashion-womens-fashion-single-shoes-with-round-head-black-38995262.html","Fashion Women's fashion single shoes with round head - black","148.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0FMUBZNAFAMZ/","null","5 out of 5"
"1637690204-3582","https://www.jumia.ma/chaussures-femmes/?page=43#catalog-listing","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء4.6 out of 5(8)99.00 Dhs250.00 Dhs60%","https://www.jumia.ma/1987-nouvelle-collection-ballerine-pour-femme-1987-39727393.html","1987 Nouvelle collection ballerine Pour Femme-1987  حذاء مريح جدا للنساء  حذاء للنساء","99.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0NFW8PNAFAMZ/","null",""
"1637690803-3691","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Ballerine Pour Femme - Rouge3.9 out of 5(18)98.01 Dhs250.00 Dhs - 300.00 Dhs67%","https://www.jumia.ma/okza-ballerine-pour-femme-rouge-26940496.html","OKZA Ballerine Pour Femme - Rouge","98.01 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA15BL7MNAFAMZ/","null",""
"1637689349-3430","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637690273-3597","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course4.7 out of 5(11)199.00 Dhs320.00 Dhs38%offres à partir de","https://www.jumia.ma/chaussures-de-sport-feminines-a-la-mode-antiderapantes-marche-loisirs-de-course-fashion-mpg892653.html","Fashion Chaussures de sport féminines à la mode antidérapantes marche loisirs de course","199.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FS05MRJ5NAFAMZ/","null",""
"1637689949-3539","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","INTENSE - Baskets Basse pour Femme .3.7 out of 5(18)95.20 Dhs340.00 Dhs - 840.00 Dhs89%","https://www.jumia.ma/generic-intense-baskets-basse-pour-femme-.-34301184.html","INTENSE - Baskets Basse pour Femme .","95.20 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0SN66FNAFAMZ/","null",""
"1637691156-3777","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","Babouche En Cuir Traditionnelles5 out of 5(1)99.00 Dhs129.00 Dhs23%","https://www.jumia.ma/generic-babouche-en-cuir-traditionnelles-41562476.html","Babouche En Cuir Traditionnelles","99.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1456MQNAFAMZ/","null","5 out of 5"
"1637691164-3779","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء3.4 out of 5(9)139.00 Dhs350.00 Dhs60%","https://www.jumia.ma/1987-sandale-a-talon1987-pour-femme-39722714.html","1987 Sandale à talon1987 Pour Femme , صندل جميل للنساء","139.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/19813FA0OU9IHNAFAMZ/","null",""
"1637690926-3732","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Expédié depuis l'étrangerFashion Ladies fashion sandals - Black3.1 out of 5(16)148.00 Dhs350.00 Dhs58%","https://www.jumia.ma/fashion-ladies-fashion-sandals-black-38995264.html","Fashion Ladies fashion sandals - Black","148.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0RJIFJNAFAMZ/","null",""
"1637690949-3736","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Fashion Baskets Sneakers pour Femme - Jaune - RF234 out of 5(1)269.00 Dhs399.00 Dhs33%","https://www.jumia.ma/generic-fashion-baskets-sneakers-pour-femme-jaune-rf23-41066863.html","Fashion Baskets Sneakers pour Femme - Jaune - RF23","269.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0LY5ZYNAFAMZ/","null","4 out of 5"
"1637689349-3429","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women4.4 out of 5(62)200.00 Dhs400.00 Dhs50%","https://www.jumia.ma/fashion-buckle-comfortable-keep-warm-soft-winter-ankle-snow-boots-for-women-fashion-mpg749818.html","Fashion Buckle Comfortable Keep Warm Soft Winter Ankle Snow Boots For Women","200.00 Dhs","(62 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA03QTHWNAFAMZ/","null",""
"1637689678-3496","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion New Fashion Women's Ladies Girls Breathable Ankle Sneakers Non-slip Walking Running Jogging Trainers Fitness Casual-EU4 out of 5(5)86.00 Dhs - 100.00 Dhs172.00 Dhs - 200.00 Dhs50%","https://www.jumia.ma/fashion-new-fashion-womens-ladies-girls-breathable-ankle-sneakers-non-slip-walking-running-jogging-trainers-fitness-casual-eu-23299847.html","Fashion New Fashion Women's Ladies Girls Breathable Ankle Sneakers Non-slip Walking Running Jogging Trainers Fitness Casual-EU","86.00 Dhs - 100.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18LCM8NAFAMZ/","null","5 out of 5"
"1637689949-3538","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","INTENSE - Baskets Basse pour Femme .3.7 out of 5(18)95.20 Dhs340.00 Dhs - 840.00 Dhs89%","https://www.jumia.ma/generic-intense-baskets-basse-pour-femme-.-34301184.html","INTENSE - Baskets Basse pour Femme .","95.20 Dhs","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0SN66FNAFAMZ/","null","3 out of 5"
"1637689299-3415","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Copper3.6 out of 5(8)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-copper-22063299.html","Birkenstock Gizeh Eva Copper","375.00 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA1N2Z06NAFAMZ/","null",""
"1637691051-3753","https://www.jumia.ma/chaussures-femmes/?page=37#catalog-listing","En rupture de stockBOTTINES NICOLE5 out of 5(2)232.00 Dhs499.00 Dhs54%","https://www.jumia.ma/bottines-nicole-generic-mpg1061773.html","Bottes & Bottines Femme","null","null","null","null",""
"1637689180-3313","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Chaussures + sacs pour femme   - noir5 out of 5(1)276.00 Dhs - 299.00 Dhs","https://www.jumia.ma/generic-chaussures-sacs-pour-femme-noir-44372009.html","Chaussures + sacs pour femme   - noir","276.00 Dhs - 299.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1HLLJKNAFAMZ/","null","5 out of 5"
"1637691192-3788","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleBabouche marocain pour femmes artisanale4.5 out of 5(4)149.00 Dhs","https://www.jumia.ma/generic-babouche-marocain-pour-femmes-artisanale-38242404.html","Babouche marocain pour femmes artisanale","149.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0O2FKRNAFAMZ/","null",""
"1637690885-3715","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Tifano ESCARPIN POUR FEMME 503 BLEU MATTE2 out of 5(2)149.00 Dhs380.00 Dhs61%","https://www.jumia.ma/tifano-escarpin-pour-femme-503-bleu-matte-39327046.html","Tifano ESCARPIN POUR FEMME 503 BLEU MATTE","149.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TI684FS125AKPNAFAMZ/","null","1 out of 5"
"1637690036-3555","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Super Promo Bottine Cuir qualité d'hiver Tendance Fashion avec Rivets Très chic et Confortable chaussure botte - marron3.4 out of 5(5)89.00 Dhs299.00 Dhs70%","https://www.jumia.ma/generic-super-promo-bottine-cuir-qualite-dhiver-tendance-fashion-avec-rivets-tres-chic-et-confortable-chaussure-botte-marron-37314655.html","Super Promo Bottine Cuir qualité d'hiver Tendance Fashion avec Rivets Très chic et Confortable chaussure botte - marron","89.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0X4L5PNAFAMZ/","null","4 out of 5"
"1637689266-3409","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Boutique OfficielleUS POLO NOIR CHAUSSURES FEMMES4.1 out of 5(15)274.00 Dhs519.00 Dhs47%","https://www.jumia.ma/us-polo-noir-chaussures-femmes-37391301.html","US POLO NOIR CHAUSSURES FEMMES","274.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/US956FS0656H9NAFAMZ/","null",""
"1637689136-3261","https://www.jumia.ma/chaussures-femmes/?page=49#catalog-listing","Louciani 740- chaussure platforme noir NUBUCK4.5 out of 5(4)141.00 Dhs219.00 Dhs36%","https://www.jumia.ma/louciani-740-chaussure-platforme-noir-nubuck-20039411.html","Louciani 740- chaussure platforme noir NUBUCK","141.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LO532FA06UC22NAFAMZ/","null","5 out of 5"
"1637690463-3626","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Expédié depuis l'étrangerFashion Women Breathable Casual Shoes Sneakers-Grey4.2 out of 5(34)183.00 Dhs359.00 Dhs49%","https://www.jumia.ma/fashion-women-breathable-casual-shoes-sneakers-grey-22580067.html","Fashion Women Breathable Casual Shoes Sneakers-Grey","183.00 Dhs","(34 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA1994JUNAFAMZ/","null",""
"1637689857-3527","https://www.jumia.ma/chaussures-femmes/?page=45#catalog-listing","Sandales Plates -3.7 out of 5(11)49.00 Dhs99.00 Dhs51%","https://www.jumia.ma/generic-sandales-plates-35431663.html","Sandales Plates -","49.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FA0LSR4DNAFAMZ/","null","5 out of 5"
"1637690921-3728","https://www.jumia.ma/chaussures-femmes/?page=38#catalog-listing","Boutique OfficielleNike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE4.7 out of 5(9)749.00 Dhs1,499.00 Dhs50%","https://www.jumia.ma/nike-chaussures-running-air-zoom-structure-22-rose-37382448.html","Nike CHAUSSURES RUNNING AIR ZOOM STRUCTURE 22 - ROSE","749.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI986FS1E9LCLNAFAMZ/","null",""
"1637689361-3447","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Expédié depuis l'étrangerFashion Baskets Pour Femmes - Noir3.9 out of 5(36)100.00 Dhs200.00 Dhs50%","https://www.jumia.ma/fashion-baskets-pour-femmes-noir-23303447.html","Fashion Baskets Pour Femmes - Noir","100.00 Dhs","(36 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA18BAT8NAFAMZ/","null",""
"1637690297-3604","https://www.jumia.ma/chaussures-femmes/?page=42#catalog-listing","MOCASSINS ELYA5 out of 5(4)160.00 Dhs499.00 Dhs68%offres à partir de","https://www.jumia.ma/mocassins-elya-generic-mpg1057840.html","MOCASSINS ELYA","160.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS02LME0NAFAMZ/","null",""
"1637690504-3636","https://www.jumia.ma/chaussures-femmes/?page=41#catalog-listing","Boutique OfficielleKinetix CHAUSSURES FEMME - NOIR4 out of 5(3)183.00 Dhs239.00 Dhs23%","https://www.jumia.ma/kinetix-chaussures-femme-noir-41102294.html","Kinetix CHAUSSURES FEMME - NOIR","183.00 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI379FS0TAYHENAFAMZ/","null","5 out of 5"
"1637689356-3437","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Boutique OfficielleBirkenstock Gizeh Eva Navy4.6 out of 5(13)375.00 Dhs469.00 Dhs20%","https://www.jumia.ma/birkenstock-gizeh-eva-navy-21787832.html","Birkenstock Gizeh Eva Navy","375.00 Dhs","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BI462FA0E7SXKNAFAMZ/","null","5 out of 5"
"1637690775-3682","https://www.jumia.ma/chaussures-femmes/?page=39#catalog-listing","Boutique OfficielleOKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة3.5 out of 5(8)173.00 Dhs - 173.25 Dhs175.00 Dhs - 400.00 Dhs57%","https://www.jumia.ma/okza-bottine-courte-a-talon-epais-pour-femme-33497074.html","OKZA Bottine courte à Talon Épais Pour Femme - أحذية كعب سميك قصير للمرأة","173.00 Dhs - 173.25 Dhs","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OK734FA0S12Q1NAFAMZ/","null","5 out of 5"
"1637689213-3359","https://www.jumia.ma/chaussures-femmes/?page=48#catalog-listing","Sandales Femmes Talons Transparent en Cristal - Noir3.8 out of 5(21)99.00 Dhs149.00 Dhs34%","https://www.jumia.ma/generic-sandales-femmes-talons-transparent-en-cristal-noir-41160869.html","Sandales Femmes Talons Transparent en Cristal - Noir","99.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS1LMW2QNAFAMZ/","null","5 out of 5"
"1637689559-3477","https://www.jumia.ma/chaussures-femmes/?page=46#catalog-listing","Expédié depuis l'étrangerFashion Women Air-Cousion Breathable Sneakers-Black/Rose4 out of 5(15)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-air-cousion-breathable-sneakers-blackrose-22583292.html","Fashion Women Air-Cousion Breathable Sneakers-Black/Rose","224.00 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA0HEOL6NAFAMZ/","null","5 out of 5"
"1637690013-3553","https://www.jumia.ma/chaussures-femmes/?page=44#catalog-listing","Expédié depuis l'étrangerFashion Women Air-Cousion Breathable Sneakers-Black4.1 out of 5(16)224.00 Dhs359.00 Dhs38%","https://www.jumia.ma/fashion-women-air-cousion-breathable-sneakers-black-22583290.html","Fashion Women Air-Cousion Breathable Sneakers-Black","224.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FA032FA05I0HMNAFAMZ/","null",""
"1637691192-3787","https://www.jumia.ma/chaussures-femmes/?page=36#catalog-listing","Boutique OfficielleBabouche marocain pour femmes artisanale4.5 out of 5(4)149.00 Dhs","https://www.jumia.ma/generic-babouche-marocain-pour-femmes-artisanale-38242404.html","Babouche marocain pour femmes artisanale","149.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232FS0O2FKRNAFAMZ/","null","4 out of 5"
"1637689513-3467","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Adidas Chaussures Femme Swift Run Primeknit Aqua CQ20344.5 out of 5(4)665.00 Dhs1,450.00 Dhs54%","https://www.jumia.ma/adidas-chaussures-femme-swift-run-primeknit-aqua-cq2034-26394143.html","Adidas Chaussures Femme Swift Run Primeknit Aqua CQ2034","665.00 Dhs","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AD985FA0KBXTENAFAMZ/","null","5 out of 5"
"1637689327-3423","https://www.jumia.ma/chaussures-femmes/?page=47#catalog-listing","Pas A Pas Sabot médicale pour femmes - Noir.4.6 out of 5(28)135.00 Dhs199.00 Dhs32%","https://www.jumia.ma/pas-a-pas-sabot-medicale-pour-femmes-noir.-24596735.html","Pas A Pas Sabot médicale pour femmes - Noir.","135.00 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA396FA0W0GUENAFAMZ/","null",""
